0.040
-1.25,-0.004
-1.0,0.040
-0.75,0.016
-0.5,-0.038
-0.25,0.029
0,-0.024
0.25,0.011
0.5,-0.047
0.75,0.011
1.0,0.002
1.25,-0.036
